panel,profile,structure,q,epoch,n,empirical_mean,empirical_sd,theory_mean,theory_sd,observable_mean,observable_sd,structure_count
a,hypergraph,1-hop hyperedges,1,44,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,45,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,46,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,47,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,48,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,49,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,50,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,51,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,52,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,53,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,54,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,55,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,56,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,57,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,58,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,59,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,60,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,61,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,62,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,63,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,64,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,65,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,66,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,67,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,68,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,69,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,70,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,71,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,72,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,73,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,74,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,75,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,76,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,77,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,78,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,79,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,80,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,81,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,82,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,83,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,84,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,85,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,86,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,87,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,88,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,89,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,90,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,91,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,92,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,93,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,94,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,95,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,96,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,97,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,98,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,99,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,100,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,101,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,102,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,103,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,104,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,105,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,106,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,107,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,108,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,109,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,110,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,111,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,112,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,113,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,114,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,115,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,116,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,117,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,118,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,119,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,120,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,121,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,122,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,123,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,124,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,125,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,126,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,127,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,128,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,129,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,130,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,131,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,132,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,133,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,134,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,135,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,136,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,137,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,138,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,139,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,140,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,141,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,142,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,143,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,144,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,145,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,146,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,147,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,148,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,149,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,150,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,151,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,152,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,153,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,154,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,155,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,156,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,157,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,158,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,159,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,160,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,161,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,162,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,163,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,164,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,165,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,166,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,167,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,168,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,169,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,170,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,171,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,172,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,173,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,174,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,175,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,176,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,177,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,178,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,179,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,180,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,181,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,182,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,183,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,184,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,185,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,186,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,187,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,188,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,189,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,190,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,191,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,192,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,193,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,194,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,195,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,196,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,197,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,198,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,199,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
a,hypergraph,1-hop hyperedges,1,200,10,0.5463320463320464,0.0,0.5463320463320464,0.0,,,
b,hypergraph,1-hop hyperedges,1,,10,,,,,0.5463320463320464,0.0,
a,hypergraph,1-hop hyperedges,2,1,10,0.5512355212355212,0.0038006871667412346,0.5507936507936497,3.510833468576701e-17,,,
a,hypergraph,1-hop hyperedges,2,2,10,0.5566795366795366,0.0035980836561146077,0.5551844361368211,1.3084103822364793e-16,,,
a,hypergraph,1-hop hyperedges,2,3,10,0.5603088803088803,0.004220893340972183,0.5595055264745336,7.021666937153402e-17,,,
a,hypergraph,1-hop hyperedges,2,4,10,0.5645173745173745,0.004289596720236249,0.5637580280767294,3.36950604901947e-16,,,
a,hypergraph,1-hop hyperedges,2,5,10,0.5696525096525097,0.005628184796974632,0.5679430296535004,1.0202245531417481e-16,,,
a,hypergraph,1-hop hyperedges,2,6,10,0.5728571428571428,0.00557451351773147,0.5720616026338259,4.0892796102084093e-16,,,
a,hypergraph,1-hop hyperedges,2,7,10,0.5773359073359073,0.005017819798080225,0.5761148014398296,8.348437506285201e-16,,,
a,hypergraph,1-hop hyperedges,2,8,10,0.5805791505791505,0.005466499144260053,0.5801036637568653,8.628368787333616e-16,,,
a,hypergraph,1-hop hyperedges,2,9,10,0.5848648648648649,0.006485771446360131,0.5840292107990346,5.3628867073790325e-17,,,
a,hypergraph,1-hop hyperedges,2,10,10,0.5884169884169884,0.006582605844295717,0.5878924475706837,2.9045531713639305e-16,,,
a,hypergraph,1-hop hyperedges,2,11,10,0.5919305019305019,0.007085406722759587,0.591694363123735,7.569807107392987e-16,,,
a,hypergraph,1-hop hyperedges,2,12,10,0.5958301158301158,0.008813469009328504,0.5954359308108731,7.516245408138223e-16,,,
a,hypergraph,1-hop hyperedges,2,13,10,0.5987258687258687,0.008798891877385414,0.5991181085347289,3.992688834149398e-16,,,
a,hypergraph,1-hop hyperedges,2,14,10,0.6020849420849421,0.009429776839209581,0.6027418389931039,1.0202245531417481e-16,,,
a,hypergraph,1-hop hyperedges,2,15,10,0.6046718146718147,0.009657570530844909,0.6063080499204148,7.323358871007715e-16,,,
a,hypergraph,1-hop hyperedges,2,16,10,0.6073359073359074,0.010932695280100544,0.6098176543250636,7.141571871992237e-16,,,
a,hypergraph,1-hop hyperedges,2,17,10,0.6110038610038611,0.011726905442847437,0.6132715507232704,3.8119453613851355e-16,,,
a,hypergraph,1-hop hyperedges,2,18,10,0.6135135135135135,0.011819409496956356,0.6166706233691402,3.4399002279594067e-16,,,
a,hypergraph,1-hop hyperedges,2,19,10,0.6153667953667954,0.01203851950514508,0.6200157424809631,1.3084103822364793e-16,,,
a,hypergraph,1-hop hyperedges,2,20,10,0.6202702702702703,0.012897332650870598,0.6233077644640007,3.730231876972494e-16,,,
a,hypergraph,1-hop hyperedges,2,21,10,0.6238996138996139,0.013170809236385528,0.6265475321298581,3.557336600312149e-16,,,
a,hypergraph,1-hop hyperedges,2,22,10,0.6267567567567568,0.01254552324652701,0.62973587491215,6.376671931629513e-16,,,
a,hypergraph,1-hop hyperedges,2,23,10,0.6296911196911197,0.011684738480902792,0.6328736090788308,3.0718399630568783e-16,,,
a,hypergraph,1-hop hyperedges,2,24,10,0.6326254826254826,0.011245254297540908,0.6359615379412862,5.832634613762132e-16,,,
a,hypergraph,1-hop hyperedges,2,25,10,0.6345173745173744,0.01090569381305913,0.6390004520598802,3.142364844681375e-16,,,
a,hypergraph,1-hop hyperedges,2,26,10,0.6364864864864865,0.010704957657885534,0.641991129446438,7.49343429207797e-17,,,
a,hypergraph,1-hop hyperedges,2,27,10,0.6403088803088803,0.01051283911203163,0.6449343357633618,9.721057689603553e-17,,,
a,hypergraph,1-hop hyperedges,2,28,10,0.6431660231660231,0.011789662378377887,0.6478308245197073,1.0532500405730103e-16,,,
a,hypergraph,1-hop hyperedges,2,29,10,0.6454054054054054,0.012645663626771733,0.6506813372640591,3.7007434154171886e-16,,,
a,hypergraph,1-hop hyperedges,2,30,10,0.6476061776061777,0.01236064069940243,0.6534866037743597,1.0789428415231562e-16,,,
a,hypergraph,1-hop hyperedges,2,31,10,0.6516216216216216,0.013659261827773881,0.656247342244817,3.1488955718743137e-16,,,
a,hypergraph,1-hop hyperedges,2,32,10,0.6545173745173745,0.013317571916804733,0.6589642594696995,4.234077454560859e-16,,,
a,hypergraph,1-hop hyperedges,2,33,10,0.6567567567567567,0.013833916907887024,0.6616380510243516,4.0268441940155016e-16,,,
a,hypergraph,1-hop hyperedges,2,34,10,0.6605405405405406,0.013048695270437043,0.6642694014432269,3.1942368197945953e-16,,,
a,hypergraph,1-hop hyperedges,2,35,10,0.6623552123552123,0.012399708058271605,0.6668589843951301,2.997373716831188e-16,,,
a,hypergraph,1-hop hyperedges,2,36,10,0.6644015444015444,0.01241245854140511,0.6694074628557429,4.094300213216723e-16,,,
a,hypergraph,1-hop hyperedges,2,37,10,0.667953667953668,0.011812400417589445,0.6719154892772766,4.944337241810607e-16,,,
a,hypergraph,1-hop hyperedges,2,38,10,0.6692277992277992,0.011521429317386544,0.6743837057556196,4.704458624755238e-16,,,
a,hypergraph,1-hop hyperedges,2,39,10,0.6708108108108108,0.011028031587316028,0.6768127441946352,5.233641528945917e-17,,,
a,hypergraph,1-hop hyperedges,2,40,10,0.6742084942084942,0.010334227655534578,0.6792032264679344,5.048497687390636e-16,,,
a,hypergraph,1-hop hyperedges,2,41,10,0.6764478764478764,0.011350446620514442,0.6815557645781786,4.745040042316086e-16,,,
a,hypergraph,1-hop hyperedges,2,42,10,0.6799999999999999,0.01233616077252453,0.6838709608136522,4.790997919185434e-16,,,
a,hypergraph,1-hop hyperedges,2,43,10,0.6826254826254826,0.012882876454303426,0.6861494079025551,3.861916815434371e-16,,,
a,hypergraph,1-hop hyperedges,2,44,10,0.6849034749034748,0.012613203568746904,0.6883916891646301,5.154539120416309e-16,,,
a,hypergraph,1-hop hyperedges,2,45,10,0.6872200772200772,0.01157364128350329,0.6905983786606338,4.77381556406593e-16,,,
a,hypergraph,1-hop hyperedges,2,46,10,0.6889189189189189,0.011193286296177338,0.6927700413392273,3.6259732146947156e-16,,,
a,hypergraph,1-hop hyperedges,2,47,10,0.6907722007722008,0.01077774252431146,0.6949072331816823,7.021666937153402e-17,,,
a,hypergraph,1-hop hyperedges,2,48,10,0.6928571428571428,0.01042590202446566,0.6970105013440848,0.0,,,
a,hypergraph,1-hop hyperedges,2,49,10,0.694015444015444,0.010592966644277337,0.699080384297564,1.0532500405730103e-16,,,
