hyperedge,nodes,timestamp
114,"[16, 56]",160.0
115,"[32, 33, 34]",180.0
116,"[33, 27]",180.0
117,"[70, 47]",180.0
118,"[53, 54]",180.0
119,"[32, 34, 48]",180.0
120,"[17, 1]",180.0
121,"[40, 39]",180.0
122,"[72, 16]",180.0
123,"[16, 56]",180.0
124,"[45, 46]",180.0
125,"[6, 7]",180.0
126,"[9, 10]",180.0
127,"[25, 57]",180.0
128,"[65, 66]",180.0
129,"[29, 30]",180.0
130,"[17, 5]",180.0
131,"[64, 37]",180.0
132,"[64, 36]",180.0
133,"[8, 6]",180.0
134,"[28, 37]",180.0
135,"[4, 71]",180.0
136,"[52, 53]",180.0
137,"[38, 23]",180.0
138,"[70, 47]",200.0
139,"[53, 54]",200.0
140,"[32, 27]",200.0
141,"[32, 48]",200.0
142,"[50, 35, 37]",200.0
143,"[43, 69]",200.0
144,"[40, 39]",200.0
145,"[51, 62]",200.0
146,"[20, 21]",200.0
147,"[9, 10]",200.0
148,"[6, 7]",200.0
149,"[35, 28]",200.0
150,"[33, 34, 27]",200.0
151,"[73, 29]",200.0
152,"[17, 5]",200.0
153,"[17, 1]",200.0
154,"[64, 59]",200.0
155,"[59, 36]",200.0
156,"[17, 1]",220.0
157,"[70, 47]",220.0
158,"[32, 34]",220.0
159,"[32, 48]",220.0
160,"[64, 50]",220.0
161,"[43, 69]",220.0
162,"[40, 39]",220.0
163,"[51, 62]",220.0
164,"[74, 39]",220.0
165,"[9, 10]",220.0
166,"[6, 7]",220.0
167,"[35, 37]",220.0
168,"[35, 36]",220.0
169,"[49, 34]",220.0
170,"[33, 34]",220.0
171,"[29, 30]",220.0
172,"[17, 5]",220.0
173,"[64, 59]",220.0
174,"[59, 36]",220.0
175,"[8, 6]",220.0
176,"[48, 49]",220.0
177,"[3, 4]",220.0
178,"[38, 23]",220.0
179,"[33, 27]",220.0
180,"[70, 47]",240.0
181,"[53, 54]",240.0
182,"[32, 34]",240.0
183,"[32, 48]",240.0
184,"[43, 69]",240.0
185,"[40, 39]",240.0
186,"[11, 12]",240.0
187,"[20, 21]",240.0
188,"[45, 46]",240.0
189,"[9, 10]",240.0
190,"[75, 36]",240.0
191,"[33, 34]",240.0
192,"[65, 66]",240.0
193,"[8, 12]",240.0
194,"[24, 23]",240.0
195,"[76, 63]",240.0
196,"[33, 27]",240.0
197,"[70, 47]",260.0
198,"[32, 34]",260.0
199,"[32, 61]",260.0
200,"[43, 69]",260.0
201,"[16, 56]",260.0
202,"[8, 11]",260.0
203,"[21, 22]",260.0
204,"[45, 46]",260.0
205,"[9, 10]",260.0
206,"[6, 7]",260.0
207,"[49, 34]",260.0
208,"[33, 34]",260.0
209,"[59, 61]",260.0
210,"[8, 22]",260.0
211,"[8, 6]",260.0
212,"[33, 27]",260.0
213,"[70, 47]",280.0
214,"[32, 48, 61]",280.0
215,"[73, 77]",280.0
216,"[28, 62]",280.0
217,"[6, 7]",280.0
218,"[9, 10]",280.0
219,"[35, 36]",280.0
220,"[64, 34]",280.0
221,"[64, 61]",280.0
222,"[3, 4]",280.0
223,"[52, 53]",280.0
224,"[70, 47]",300.0
225,"[80, 3]",300.0
226,"[81, 10]",300.0
227,"[16, 56, 15]",300.0
228,"[20, 21]",300.0
229,"[9, 10]",300.0
230,"[25, 57]",300.0
231,"[64, 59]",300.0
232,"[65, 41]",300.0
233,"[78, 79]",300.0
234,"[38, 23]",300.0
235,"[70, 47]",320.0
236,"[74, 54]",320.0
237,"[21, 87]",320.0
238,"[82, 83]",320.0
239,"[82, 84]",320.0
240,"[82, 85]",320.0
241,"[25, 57]",320.0
242,"[86, 55]",320.0
243,"[48, 61]",320.0
244,"[17, 2, 1]",340.0
245,"[70, 47]",340.0
246,"[17, 2, 5]",340.0
247,"[88, 89]",340.0
248,"[16, 56]",340.0
249,"[16, 15]",340.0
250,"[45, 46]",340.0
251,"[8, 7]",340.0
252,"[25, 57]",340.0
253,"[29, 30]",340.0
254,"[1, 2]",360.0
255,"[70, 47]",360.0
256,"[2, 5]",360.0
257,"[96, 95]",360.0
258,"[88, 91]",360.0
259,"[58, 82]",360.0
260,"[25, 57]",360.0
261,"[86, 55]",360.0
262,"[29, 30]",360.0
263,"[88, 90]",360.0
264,"[92, 93]",360.0
265,"[94, 95]",360.0
266,"[17, 2, 1]",380.0
267,"[70, 47]",380.0
268,"[48, 100]",380.0
269,"[98, 92]",380.0
270,"[98, 99]",380.0
271,"[97, 98]",380.0
272,"[80, 2]",380.0
273,"[17, 2, 5]",380.0
274,"[101, 102]",380.0
275,"[8, 21]",380.0
276,"[21, 6]",380.0
277,"[25, 57]",380.0
278,"[65, 41]",380.0
279,"[52, 53]",380.0
280,"[12, 63]",380.0
281,"[70, 47]",400.0
282,"[48, 100]",400.0
283,"[101, 102]",400.0
284,"[16, 56]",400.0
285,"[25, 57]",400.0
286,"[65, 66]",400.0
287,"[83, 103]",400.0
288,"[104, 97]",400.0
289,"[105, 86]",400.0
290,"[110, 94]",420.0
291,"[96, 94]",420.0
292,"[70, 47]",420.0
293,"[108, 54]",420.0
294,"[105, 108]",420.0
295,"[17, 1]",420.0
296,"[17, 2, 5]",420.0
297,"[40, 39]",420.0
298,"[101, 102]",420.0
299,"[109, 29]",420.0
300,"[109, 30]",420.0
301,"[112, 107]",420.0
302,"[106, 107]",420.0
303,"[16, 56]",420.0
304,"[74, 39]",420.0
305,"[25, 57]",420.0
306,"[73, 111]",420.0
307,"[52, 53]",420.0
308,"[17, 2, 1]",440.0
309,"[70, 47]",440.0
310,"[48, 100, 61]",440.0
311,"[113, 77]",440.0
312,"[17, 2, 5]",440.0
313,"[114, 7]",440.0
314,"[114, 117]",440.0
315,"[114, 6]",440.0
316,"[16, 56]",440.0
317,"[112, 107, 39]",440.0
318,"[112, 74, 39]",440.0
319,"[91, 61]",440.0
320,"[25, 57]",440.0
321,"[86, 55]",440.0
322,"[83, 103]",440.0
323,"[29, 30]",440.0
324,"[59, 61]",440.0
325,"[73, 111]",440.0
326,"[115, 116]",440.0
327,"[117, 95]",440.0
328,"[108, 86]",440.0
329,"[17, 1]",460.0
330,"[70, 47]",460.0
331,"[113, 77]",460.0
332,"[16, 56]",460.0
333,"[25, 57]",460.0
334,"[86, 55]",460.0
335,"[83, 103]",460.0
336,"[33, 34]",460.0
337,"[17, 5]",460.0
338,"[110, 22]",460.0
339,"[118, 119]",460.0
340,"[52, 53]",460.0
341,"[48, 61]",460.0
342,"[13, 14]",460.0
343,"[70, 47]",480.0
344,"[48, 100]",480.0
345,"[120, 121]",480.0
346,"[17, 2, 5]",480.0
347,"[17, 2, 1]",480.0
348,"[80, 3]",480.0
349,"[113, 77]",480.0
350,"[101, 102]",480.0
351,"[122, 110]",480.0
352,"[25, 57]",480.0
353,"[86, 55]",480.0
354,"[83, 103]",480.0
355,"[110, 22]",480.0
356,"[70, 47]",500.0
357,"[48, 100]",500.0
358,"[10, 124]",500.0
359,"[121, 10]",500.0
360,"[16, 15]",500.0
361,"[11, 6]",500.0
362,"[25, 57]",500.0
363,"[10, 125]",500.0
364,"[83, 103]",500.0
365,"[110, 22]",500.0
366,"[123, 38]",500.0
367,"[108, 86]",500.0
368,"[56, 15]",500.0
369,"[70, 47]",520.0
370,"[10, 124]",520.0
371,"[124, 125]",520.0
372,"[16, 56]",520.0
373,"[128, 24, 126]",520.0
374,"[25, 57]",520.0
375,"[86, 55]",520.0
376,"[83, 103]",520.0
377,"[129, 130]",520.0
378,"[110, 22]",520.0
379,"[24, 126, 127]",520.0
380,"[70, 47]",540.0
381,"[100, 61]",540.0
382,"[132, 54]",540.0
383,"[81, 135]",540.0
384,"[96, 20]",540.0
385,"[133, 134]",540.0
386,"[137, 134]",540.0
387,"[25, 57]",540.0
388,"[133, 135]",540.0
389,"[136, 137]",540.0
390,"[10, 125]",540.0
391,"[24, 131]",540.0
392,"[83, 103]",540.0
393,"[86, 55]",540.0
394,"[110, 22]",540.0
395,"[29, 30]",560.0
396,"[70, 47]",560.0
397,"[132, 54]",560.0
398,"[10, 124]",560.0
399,"[80, 3]",560.0
400,"[140, 133]",560.0
401,"[16, 56]",560.0
402,"[112, 107]",560.0
403,"[25, 57]",560.0
404,"[83, 103]",560.0
405,"[86, 55]",560.0
406,"[65, 41]",560.0
407,"[110, 22]",560.0
408,"[138, 123]",560.0
409,"[73, 111]",560.0
410,"[141, 142]",560.0
411,"[52, 53]",560.0
412,"[139, 23]",560.0
413,"[105, 108]",580.0
414,"[70, 47]",580.0
415,"[148, 118]",580.0
416,"[121, 129]",580.0
417,"[81, 147]",580.0
418,"[80, 3]",580.0
419,"[131, 143]",580.0
420,"[16, 56]",580.0
421,"[16, 15]",580.0
422,"[136, 146]",580.0
423,"[25, 57]",580.0
424,"[83, 103]",580.0
425,"[144, 138, 38]",580.0
426,"[118, 119]",580.0
427,"[115, 116]",580.0
428,"[52, 53]",580.0
429,"[120, 145]",580.0
430,"[70, 47]",600.0
431,"[81, 147]",600.0
432,"[109, 30]",600.0
433,"[128, 149]",600.0
434,"[136, 146]",600.0
435,"[25, 57]",600.0
436,"[83, 103]",600.0
437,"[65, 66]",600.0
438,"[144, 38]",600.0
439,"[113, 29]",600.0
440,"[29, 30]",600.0
441,"[138, 38]",600.0
442,"[73, 111]",600.0
443,"[120, 145]",600.0
444,"[149, 127]",600.0
445,"[70, 47]",620.0
446,"[52, 54]",620.0
447,"[16, 15]",620.0
448,"[128, 149]",620.0
449,"[25, 57]",620.0
450,"[83, 103]",620.0
451,"[144, 24]",620.0
452,"[65, 41]",620.0
453,"[52, 53]",620.0
454,"[120, 145]",620.0
455,"[56, 15]",620.0
456,"[70, 47]",640.0
457,"[16, 56]",640.0
458,"[25, 57]",640.0
459,"[83, 103]",640.0
460,"[131, 150]",640.0
461,"[73, 111]",640.0
462,"[17, 2, 1]",660.0
463,"[70, 47]",660.0
464,"[121, 129]",660.0
465,"[17, 2, 5]",660.0
466,"[16, 56]",660.0
467,"[11, 21]",660.0
468,"[152, 21]",660.0
469,"[25, 57]",660.0
470,"[83, 103]",660.0
471,"[29, 30]",660.0
472,"[126, 151]",660.0
473,"[144, 24]",660.0
474,"[65, 41]",660.0
475,"[150, 127]",660.0
476,"[73, 111]",660.0
477,"[70, 47]",680.0
478,"[10, 124]",680.0
479,"[121, 124]",680.0
480,"[16, 56]",680.0
481,"[128, 131]",680.0
482,"[25, 57]",680.0
483,"[83, 103]",680.0
484,"[29, 30]",680.0
485,"[126, 151]",680.0
486,"[144, 24]",680.0
487,"[120, 145]",680.0
488,"[29, 30]",700.0
489,"[70, 47]",700.0
490,"[10, 124]",700.0
491,"[113, 77]",700.0
492,"[2, 5]",700.0
493,"[1, 2]",700.0
494,"[128, 143]",700.0
495,"[25, 57]",700.0
496,"[83, 103]",700.0
497,"[118, 119]",700.0
498,"[17, 2, 1]",720.0
499,"[70, 47]",720.0
500,"[81, 124]",720.0
501,"[64, 50]",720.0
502,"[17, 2, 5]",720.0
503,"[81, 10]",720.0
504,"[128, 143]",720.0
505,"[131, 143]",720.0
506,"[43, 44]",720.0
507,"[25, 31]",720.0
508,"[25, 19]",720.0
509,"[83, 103]",720.0
510,"[65, 66]",720.0
511,"[86, 55]",720.0
512,"[154, 155]",720.0
513,"[29, 30]",720.0
514,"[73, 111]",720.0
515,"[141, 142]",720.0
516,"[153, 78]",720.0
517,"[13, 14]",720.0
518,"[154, 52]",720.0
519,"[17, 1]",740.0
520,"[69, 47]",740.0
521,"[121, 129]",740.0
522,"[43, 69]",740.0
523,"[128, 143]",740.0
524,"[16, 56]",740.0
525,"[86, 55]",740.0
526,"[83, 103]",740.0
527,"[65, 66]",740.0
528,"[19, 31]",740.0
529,"[18, 19]",740.0
530,"[17, 5]",740.0
531,"[154, 155]",740.0
532,"[118, 119]",740.0
533,"[108, 86]",740.0
534,"[52, 86]",740.0
535,"[17, 1]",760.0
536,"[124, 157]",760.0
537,"[40, 74]",760.0
538,"[128, 143]",760.0
539,"[156, 143]",760.0
540,"[16, 56]",760.0
541,"[107, 132]",760.0
542,"[141, 158]",760.0
543,"[136, 120]",760.0
544,"[136, 146]",760.0
545,"[86, 55]",760.0
546,"[83, 103]",760.0
547,"[65, 66]",760.0
548,"[144, 24]",760.0
549,"[17, 5]",760.0
550,"[141, 142]",760.0
551,"[73, 105]",760.0
552,"[113, 111]",760.0
553,"[108, 86]",760.0
554,"[105, 106]",760.0
555,"[16, 15]",780.0
556,"[74, 52]",780.0
557,"[112, 52]",780.0
558,"[17, 2, 1]",780.0
559,"[105, 108, 77]",780.0
560,"[17, 2, 5]",780.0
561,"[40, 74]",780.0
562,"[80, 3]",780.0
563,"[16, 56]",780.0
564,"[109, 29]",780.0
565,"[128, 143]",780.0
566,"[86, 55]",780.0
567,"[83, 103]",780.0
568,"[65, 66]",780.0
569,"[29, 30]",780.0
570,"[144, 24]",780.0
571,"[152, 22]",780.0
572,"[141, 142]",780.0
573,"[118, 119]",780.0
574,"[120, 145]",780.0
575,"[113, 105]",780.0
576,"[40, 52]",800.0
577,"[44, 47]",800.0
578,"[17, 1]",800.0
579,"[105, 77]",800.0
580,"[44, 69]",800.0
581,"[128, 143]",800.0
582,"[107, 132, 109]",800.0
583,"[112, 107]",800.0
584,"[16, 56]",800.0
585,"[112, 39]",800.0
586,"[128, 156]",800.0
587,"[25, 57]",800.0
588,"[108, 55]",800.0
589,"[83, 103]",800.0
590,"[29, 30]",800.0
591,"[131, 156]",800.0
592,"[17, 5]",800.0
593,"[65, 45]",800.0
594,"[120, 145]",800.0
595,"[113, 105]",800.0
596,"[17, 1]",820.0
597,"[108, 54, 55]",820.0
598,"[86, 108, 54]",820.0
599,"[81, 124]",820.0
600,"[81, 157]",820.0
601,"[40, 74]",820.0
602,"[40, 52]",820.0
603,"[131, 143]",820.0
604,"[144, 143]",820.0
605,"[132, 109]",820.0
606,"[109, 29]",820.0
607,"[16, 56]",820.0
608,"[45, 46]",820.0
609,"[91, 79]",820.0
610,"[25, 57]",820.0
611,"[83, 103]",820.0
612,"[29, 30]",820.0
613,"[17, 5]",820.0
614,"[138, 126]",820.0
615,"[73, 86]",820.0
616,"[120, 145]",820.0
617,"[30, 111]",820.0
618,"[17, 2, 1]",840.0
619,"[112, 39]",840.0
620,"[160, 13]",840.0
621,"[25, 57]",840.0
622,"[65, 66]",840.0
623,"[24, 151]",840.0
624,"[109, 29]",840.0
625,"[29, 30]",840.0
626,"[144, 131]",840.0
627,"[131, 93]",840.0
628,"[58, 75]",840.0
629,"[74, 107]",840.0
630,"[90, 159]",840.0
631,"[91, 78]",840.0
632,"[33, 34]",840.0
633,"[132, 109]",840.0
634,"[83, 35]",840.0
635,"[35, 28]",840.0
636,"[17, 5]",840.0
637,"[138, 126]",840.0
638,"[24, 138]",840.0
639,"[120, 145]",840.0
640,"[67, 13]",840.0
641,"[104, 99]",840.0
642,"[113, 77]",840.0
643,"[40, 73]",840.0
644,"[91, 61]",840.0
645,"[79, 103]",840.0
646,"[61, 62]",840.0
647,"[100, 79]",840.0
648,"[10, 124]",860.0
649,"[124, 157]",860.0
650,"[112, 39]",860.0
651,"[75, 85]",860.0
652,"[32, 83, 85]",860.0
653,"[58, 85]",860.0
654,"[29, 30]",860.0
655,"[131, 93]",860.0
656,"[131, 150]",860.0
657,"[161, 90, 159]",860.0
658,"[90, 99]",860.0
659,"[90, 36]",860.0
660,"[30, 111]",860.0
661,"[106, 30]",860.0
662,"[33, 34, 82]",860.0
663,"[33, 82, 27]",860.0
664,"[69, 47]",860.0
665,"[164, 165]",860.0
666,"[132, 109]",860.0
667,"[166, 167]",860.0
668,"[64, 35]",860.0
669,"[83, 103]",860.0
670,"[88, 83]",860.0
671,"[17, 5]",860.0
672,"[17, 1]",860.0
673,"[91, 84]",860.0
674,"[24, 138]",860.0
675,"[50, 37]",860.0
676,"[120, 145]",860.0
677,"[108, 86]",860.0
678,"[98, 99]",860.0
679,"[113, 77]",860.0
680,"[161, 50]",860.0
681,"[34, 60, 82]",860.0
682,"[9, 129]",860.0
683,"[92, 60]",860.0
684,"[97, 79]",860.0
685,"[163, 118]",860.0
686,"[73, 113]",860.0
687,"[88, 161]",860.0
688,"[162, 149]",860.0
689,"[27, 92]",860.0
690,"[121, 124]",880.0
691,"[124, 157]",880.0
692,"[89, 59]",880.0
693,"[112, 39]",880.0
694,"[45, 46]",880.0
695,"[136, 147]",880.0
696,"[25, 57]",880.0
697,"[170, 14]",880.0
698,"[65, 66]",880.0
699,"[29, 30]",880.0
700,"[29, 111]",880.0
701,"[105, 29]",880.0
702,"[54, 55]",880.0
703,"[131, 127]",880.0
704,"[58, 83]",880.0
705,"[40, 74]",880.0
706,"[74, 52]",880.0
707,"[73, 74]",880.0
708,"[169, 14]",880.0
709,"[112, 132]",880.0
710,"[33, 103]",880.0
711,"[132, 109]",880.0
712,"[35, 37]",880.0
713,"[48, 35]",880.0
714,"[88, 83]",880.0
715,"[17, 5]",880.0
716,"[17, 1]",880.0
717,"[32, 84]",880.0
718,"[91, 84]",880.0
719,"[92, 37]",880.0
720,"[120, 145]",880.0
721,"[168, 103]",880.0
722,"[108, 86]",880.0
723,"[98, 99]",880.0
724,"[32, 93]",880.0
725,"[91, 93]",880.0
726,"[161, 50]",880.0
727,"[82, 60]",880.0
728,"[34, 82]",880.0
729,"[120, 147]",880.0
730,"[147, 140]",880.0
731,"[100, 28]",880.0
732,"[67, 68]",900.0
733,"[89, 59]",900.0
734,"[32, 85]",900.0
735,"[34, 85]",900.0
736,"[85, 103]",900.0
737,"[136, 120]",900.0
738,"[136, 146]",900.0
739,"[128, 151]",900.0
740,"[32, 58]",900.0
741,"[58, 84]",900.0
742,"[169, 173]",900.0
743,"[139, 23]",900.0
744,"[52, 111]",900.0
745,"[106, 132]",900.0
746,"[33, 34]",900.0
747,"[33, 84]",900.0
748,"[172, 36]",900.0
749,"[17, 5]",900.0
750,"[17, 1]",900.0
751,"[43, 44]",900.0
752,"[73, 86]",900.0
753,"[98, 99]",900.0
754,"[53, 54]",900.0
755,"[32, 79]",900.0
756,"[50, 171]",900.0
757,"[147, 140]",900.0
758,"[79, 103]",900.0
759,"[123, 38]",900.0
760,"[100, 36]",900.0
761,"[27, 100]",900.0
762,"[100, 28]",900.0
763,"[81, 10]",900.0
764,"[175, 167]",920.0
765,"[67, 68]",920.0
766,"[72, 68]",920.0
767,"[10, 124]",920.0
768,"[124, 157]",920.0
769,"[32, 33, 60]",920.0
770,"[32, 93]",920.0
771,"[17, 2, 5]",920.0
772,"[17, 2, 1]",920.0
773,"[113, 77]",920.0
774,"[126, 143]",920.0
775,"[100, 79]",920.0
776,"[65, 46]",920.0
777,"[60, 85]",920.0
778,"[118, 166]",920.0
779,"[72, 174]",920.0
780,"[136, 120]",920.0
781,"[136, 146]",920.0
782,"[34, 27]",920.0
783,"[58, 93]",920.0
784,"[58, 84]",920.0
785,"[111, 55]",920.0
786,"[83, 78]",920.0
787,"[176, 173]",920.0
788,"[27, 79]",920.0
789,"[108, 111]",920.0
790,"[10, 124]",940.0
791,"[121, 124]",940.0
792,"[124, 157]",940.0
793,"[105, 39]",940.0
794,"[33, 85]",940.0
795,"[108, 111, 55]",940.0
796,"[65, 66]",940.0
797,"[113, 29]",940.0
798,"[144, 24]",940.0
799,"[8, 95]",940.0
800,"[176, 173]",940.0
801,"[70, 47]",940.0
802,"[32, 33, 93]",940.0
803,"[52, 86]",940.0
804,"[121, 129]",940.0
805,"[114, 116]",940.0
806,"[113, 109]",940.0
807,"[172, 36]",940.0
808,"[17, 5]",940.0
809,"[17, 1]",940.0
810,"[171, 103]",940.0
811,"[34, 27]",940.0
812,"[36, 103]",940.0
813,"[177, 3]",940.0
814,"[72, 169]",940.0
815,"[124, 157]",960.0
816,"[32, 33, 85]",960.0
817,"[158, 142]",960.0
818,"[108, 55]",960.0
819,"[42, 44]",960.0
820,"[29, 30]",960.0
821,"[8, 95]",960.0
822,"[176, 173]",960.0
823,"[83, 78]",960.0
824,"[175, 167]",960.0
825,"[109, 77]",960.0
826,"[168, 172]",960.0
827,"[172, 36]",960.0
828,"[27, 83]",960.0
829,"[83, 28]",960.0
830,"[17, 5]",960.0
831,"[17, 1]",960.0
832,"[122, 110]",960.0
833,"[168, 178, 93]",960.0
834,"[168, 79]",960.0
835,"[40, 86]",960.0
836,"[108, 86]",960.0
837,"[92, 93]",960.0
838,"[34, 171]",960.0
839,"[91, 60]",960.0
840,"[92, 103]",960.0
841,"[41, 19]",960.0
842,"[10, 124]",980.0
843,"[121, 124]",980.0
844,"[124, 157]",980.0
845,"[32, 85]",980.0
846,"[29, 30]",980.0
847,"[8, 95]",980.0
848,"[105, 74]",980.0
849,"[54, 111]",980.0
850,"[83, 78]",980.0
851,"[70, 47]",980.0
852,"[106, 109]",980.0
853,"[33, 60]",980.0
854,"[40, 52]",980.0
855,"[83, 28]",980.0
856,"[17, 5]",980.0
857,"[17, 1]",980.0
858,"[43, 44]",980.0
859,"[145, 129]",980.0
860,"[122, 110]",980.0
861,"[40, 86]",980.0
862,"[108, 86]",980.0
863,"[92, 93, 103]",980.0
864,"[171, 92, 93]",980.0
865,"[105, 107]",980.0
866,"[73, 30]",980.0
867,"[82, 79]",980.0
868,"[17, 1]",1000.0
869,"[70, 47]",1000.0
870,"[54, 55]",1000.0
871,"[32, 33]",1000.0
872,"[9, 121]",1000.0
873,"[147, 140]",1000.0
874,"[81, 9]",1000.0
875,"[122, 110]",1000.0
876,"[10, 124]",1000.0
877,"[171, 92]",1000.0
878,"[158, 142]",1000.0
879,"[33, 85]",1000.0
880,"[9, 147]",1000.0
881,"[25, 57]",1000.0
882,"[29, 30]",1000.0
883,"[58, 84]",1000.0
884,"[83, 78]",1000.0
885,"[19, 31]",1000.0
886,"[17, 5]",1000.0
887,"[8, 95]",1000.0
888,"[178, 79]",1000.0
889,"[108, 86]",1000.0
890,"[17, 2, 1]",1020.0
891,"[175, 167]",1020.0
892,"[40, 105, 52]",1020.0
893,"[153, 62]",1020.0
894,"[158, 142]",1020.0
895,"[25, 57]",1020.0
896,"[108, 55]",1020.0
897,"[144, 24]",1020.0
898,"[17, 5]",1020.0
899,"[145, 129]",1020.0
900,"[179, 15]",1020.0
901,"[168, 79]",1020.0
902,"[56, 15]",1020.0
903,"[17, 1]",1040.0
904,"[32, 60]",1040.0
905,"[124, 157]",1040.0
906,"[147, 140]",1040.0
907,"[121, 157]",1040.0
908,"[58, 84, 82]",1040.0
909,"[158, 142]",1040.0
910,"[128, 162]",1040.0
911,"[156, 151]",1040.0
912,"[29, 30]",1040.0
913,"[17, 5]",1040.0
914,"[73, 111]",1040.0
915,"[4, 71]",1040.0
916,"[168, 79]",1040.0
917,"[105, 108, 86]",1040.0
918,"[70, 47]",1060.0
919,"[45, 47]",1060.0
920,"[32, 58]",1060.0
921,"[121, 157]",1060.0
922,"[81, 157]",1060.0
923,"[153, 62]",1060.0
924,"[34, 171]",1060.0
925,"[58, 82]",1060.0
926,"[158, 142]",1060.0
927,"[128, 151]",1060.0
928,"[106, 55]",1060.0
929,"[156, 151]",1060.0
930,"[150, 151]",1060.0
931,"[65, 66]",1060.0
932,"[144, 24]",1060.0
933,"[17, 5]",1060.0
934,"[17, 1]",1060.0
935,"[168, 79]",1060.0
936,"[105, 86]",1060.0
937,"[105, 108]",1060.0
938,"[70, 47]",1080.0
939,"[106, 54]",1080.0
940,"[105, 54]",1080.0
941,"[81, 124]",1080.0
942,"[121, 130]",1080.0
943,"[32, 85]",1080.0
944,"[81, 147]",1080.0
945,"[81, 157]",1080.0
946,"[146, 140]",1080.0
947,"[58, 91]",1080.0
948,"[158, 142]",1080.0
949,"[128, 131]",1080.0
950,"[106, 55]",1080.0
951,"[105, 55]",1080.0
952,"[65, 66]",1080.0
953,"[83, 78]",1080.0
954,"[58, 60]",1080.0
955,"[58, 84]",1080.0
956,"[144, 24]",1080.0
957,"[17, 5]",1080.0
958,"[17, 1]",1080.0
959,"[8, 95]",1080.0
960,"[76, 87]",1080.0
961,"[162, 126]",1080.0
962,"[156, 126]",1080.0
963,"[168, 79]",1080.0
964,"[17, 1]",1100.0
965,"[179, 148]",1100.0
966,"[124, 157]",1100.0
967,"[32, 85]",1100.0
968,"[180, 143]",1100.0
969,"[44, 182]",1100.0
970,"[158, 142]",1100.0
971,"[91, 84]",1100.0
972,"[65, 66]",1100.0
973,"[93, 181]",1100.0
974,"[29, 30]",1100.0
975,"[17, 5]",1100.0
